,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
356,27.64,21.385,10.9,3.41408,10.066003283502397,4.0,-1.0,0.0,1.0,0.8
446,8.27,7.211,73.9,5.83505,7.499914438998104,4.0,9.841040502808003,1.0,1.0,1.0
459,50.29,7.211,106.1,4.18469,7.955614091848314,4.0,-1.0,0.0,1.0,0.9
502,25.21,21.385,130.9,5.78183,13.527361245385151,4.0,3.9954723378800434,2.0,1.0,0.7
503,36.71,23.58,167.3,4.48436,13.266889869451479,4.0,3.736793052785689,2.0,1.0,0.7
856,55.37,8.718,156.6,4.97669,4.893240668414119,2.0,-1.0,0.0,1.0,1.0
935,55.37,9.866,155.8,5.11404,6.710668855668264,2.0,-1.0,0.0,1.0,1.0
1426,47.96,24.98,163.9,5.37269,11.861326386178463,8.0,4.441742136922955,2.0,1.0,0.9
1555,5.03,12.49,76.1,5.79282,9.559786123998338,8.0,20.64858865745399,2.0,1.0,1.0
1600,40.94,17.436,23.4,5.78504,13.524209559957441,8.0,-1.0,0.0,1.0,0.9
1940,28.23,11.547,30.0,5.77723,16.484304580063455,7.0,-1.0,0.0,1.0,0.8
1952,18.51,8.327,16.1,5.74807,14.29148789607916,7.0,15.011192442147664,2.0,1.0,0.9
1976,51.99,12.22,70.9,5.57801,16.484304580063455,7.0,-1.0,0.0,1.0,0.8
2023,44.37,7.211,133.9,5.91708,4.747404844290656,7.0,-1.0,0.0,1.0,1.0
2102,53.15,17.01,1.9,5.82818,17.641924026072733,7.0,16.615916955017326,2.0,1.0,0.7
2265,30.64,28.024,15.5,5.70524,10.132049995651828,3.0,5.7991284942272925,2.0,1.0,1.0
2480,51.97,20.0,180.0,5.83137,17.51992272868002,10.0,-1.0,0.0,1.0,0.8
2481,51.97,7.024,124.7,5.27902,10.941740515517106,10.0,-1.0,0.0,1.0,1.0
2482,42.71,18.583,36.2,5.51102,6.386176498859723,14.0,-1.0,0.0,1.0,1.0
2493,30.64,11.719,39.8,4.91777,9.786481336828267,3.0,9.322084102707322,2.0,1.0,1.0
2571,42.71,20.232,32.8,4.46557,7.219149547108453,14.0,-1.0,0.0,1.0,1.0
2688,51.76,7.211,106.1,4.83663,15.464226574864531,10.0,4.0850622699502415,2.0,1.0,0.9
2719,29.39,24.249,30.0,3.56324,15.01119244214761,10.0,7.866657452062568,2.0,1.0,0.9
3073,20.34,40.266,6.6,5.70859,7.505596221073769,1.0,0.0,3.0,1.0,0.8
3176,21.99,27.495,109.1,5.64991,4.742913000977524,1.0,-1.0,0.0,1.0,1.0
3185,16.11,21.385,109.1,5.91685,7.505596221073769,1.0,0.0,3.0,1.0,0.8
3186,11.26,10.263,47.0,3.6837,4.742913000977524,1.0,0.0,3.0,1.0,1.0
3208,21.29,34.429,158.3,5.53901,4.742913000977524,1.0,-1.0,0.0,1.0,1.0
3774,43.93,14.0,141.8,5.46819,11.86447067617316,0.0,9.515798945029546,2.0,1.0,1.0
3785,56.35,16.773,26.6,4.82455,14.999828877996226,0.0,3.0465367049868055,2.0,1.0,1.0
4237,42.82,23.692,152.4,2.65839,8.639790506587468,12.0,-1.0,0.0,1.0,1.0
